iter	group	total	data_loss	smooth_raw	smooth_norm
176	1	45846.638108550804	2730.1356047452123	1.9615020826588113e7	16.791806199393676
177	1	45785.21636733479	2737.0163300004147	1.838689562971322e7	16.727148774811237
178	1	45757.90339466042	2737.2235808104997	1.818129437768722e7	16.715903842071743
179	1	45737.08240446108	2737.282767173457	1.8037003204296723e7	16.70793593930363
180	1	45716.040336954626	2735.292578313904	1.811771046703222e7	16.712400496679233
181	1	45697.56939730055	2735.309273147679	1.7993942077763665e7	16.70554570797901
182	1	45530.20232029609	2726.781495112766	1.7830392982189264e7	16.6964150301006
183	1	45516.741588258796	2726.2196624330704	1.7803731120483425e7	16.694918606806777
184	1	45487.47838675436	2724.5366697969166	1.779612587155195e7	16.694491343908002
185	1	45345.12525997781	2720.206739432557	1.734361378197485e7	16.66873491486788
186	1	45304.123536684776	2713.455596381402	1.780694483687194e7	16.695099098544766
187	1	45254.54877462763	2711.2290372949383	1.772569003831954e7	16.690525559854297
188	1	45243.88771176541	2710.614731627614	1.7723026337211244e7	16.690375275083188
189	1	45160.7768828366	2705.200545959132	1.7770649753081646e7	16.693058764070223
190	1	45147.34953789204	2705.1656567100817	1.768646962926939e7	16.688310477495307
191	1	44807.82676432358	2694.086216170727	1.6700014199207718e7	16.630920127638582
192	1	44793.30687244938	2694.073814462464	1.6611522227534868e7	16.625607122636236
193	1	44727.79288409513	2679.0695808591945	1.779220638904955e7	16.694271076069118
194	1	44538.169551682826	2671.853959138532	1.733759305507051e7	16.668387710862373
195	1	44420.13267677241	2669.934201460849	1.6787813796796944e7	16.636163811927656
196	1	44410.1459263893	2669.871758600251	1.6731644852654088e7	16.632812385682698
197	1	44397.87798379902	2671.670956941972	1.6469466721763225e7	16.617018722866003
198	1	44385.78269397576	2671.37450106064	1.6425329250916444e7	16.61433516785193
199	1	44362.38691055923	2670.222326052451	1.6399194693458874e7	16.6127427875314
200	1	44316.08732920777	2664.763630625304	1.6674661388497146e7	16.62940084302288
201	1	44316.08732920777	2664.763630625304	1.6674661388497146e7	16.62940084302288
202	1	44315.32743216568	2664.9941852669203	1.6645941141913809e7	16.627676969412278
203	1	44270.031953474514	2663.7057294908827	1.6497438886726178e7	16.618715707836802
204	1	44248.203892893514	2662.8488722971347	1.6450499129266148e7	16.615866376919968
205	1	44247.071508968875	2662.7534719457362	1.6453297205426887e7	16.61603645311051
206	1	44245.27955995745	2662.586976334556	1.6459321498877475e7	16.61640253115322
207	1	44240.55814253232	2662.3129447375914	1.6458284604445312e7	16.616339531770503
208	1	44239.91884718946	2662.2616192501523	1.645960513315734e7	16.616419763445332
209	1	44239.0436660137	2662.2118647699062	1.6459305955400227e7	16.616401586795668
210	1	44238.33192378201	2662.1720203927966	1.6458999099114565e7	16.61638294329108
211	1	44236.64519093437	2662.0589082740535	1.6460191772260116e7	16.616455403950923
212	1	44236.645189054805	2662.058908159914	1.6460191772366107e7	16.616455403957364
213	1	44236.645189054805	2662.058908159914	1.6460191772366107e7	16.616455403957364
214	1	44236.04217899452	2662.0452001212957	1.6457871859043758e7	16.616314453180173
215	1	44235.128090056074	2662.0092246131303	1.6455916619826593e7	16.616195643446638
216	1	44235.081226310824	2662.0068647598127	1.645586933181365e7	16.616192769824828
217	1	44235.081226310824	2662.0068647598127	1.645586933181365e7	16.616192769824828
218	1	44234.543910374734	2661.9769936865846	1.6455616234157573e7	16.616177389318494
219	1	44232.279882148505	2661.84084512587	1.6455606197974192e7	16.6161767794242
220	1	44232.279882148505	2661.84084512587	1.6455606197974192e7	16.6161767794242
221	1	44232.279882148505	2661.84084512587	1.6455606197974192e7	16.6161767794242
222	1	44232.279882148505	2661.84084512587	1.6455606197974192e7	16.6161767794242
223	1	44232.279882148505	2661.84084512587	1.6455606197974192e7	16.6161767794242
224	2	152339.8364820778	6281.062610418721	3.4109161958215584e10	24.252831864274665
225	2	123160.99735409878	5280.379183182357	1.3463813420804615e10	23.323271436104065
226	2	104245.12775680664	4703.082855390877	4.224959959701103e9	22.16427562071682
227	2	95593.53926121548	4389.067048351964	2.873861104446446e9	21.77892229512866
228	2	91691.82025217057	4229.430405206704	2.5992077440485215e9	21.678472521711665
229	2	91604.04779133893	4225.531970682897	2.5972054052104616e9	21.6777018597648
230	2	87650.55654085279	4050.7338765553827	2.4940950559503317e9	21.637191797331322
231	2	83758.9623681376	3898.2288766629895	2.1428760943837993e9	21.485414732999974
232	2	83531.52841054936	3890.8365754126307	2.1054258489561613e9	21.467783587162273
233	2	83406.31072204826	3886.9087258048735	2.0833921927580988e9	21.457263264151404
234	2	80248.0271568627	3798.266471400169	1.4967173185575576e9	21.126540092594023
235	2	77903.31344360167	3780.7005988144897	8.880362116270344e8	20.604523078984283
236	2	76758.62963574912	3760.5637272388753	7.313984312457491e8	20.410468918812267
237	2	76409.94930020037	3755.952662850616	6.834700359125143e8	20.342693373975674
238	2	76316.00070345159	3754.0229784708295	6.735848656710341e8	20.32812455281195
239	2	76204.59692819843	3754.788281632645	6.51189513953019e8	20.294311269870956
240	2	76016.1785790197	3751.7077144480186	6.2969991832315e8	20.260753943751403
241	2	74865.0928282934	3715.9554993728952	5.613916380926408e8	20.14592932704055
242	2	74735.36021842812	3715.3075788124847	5.440351355417742e8	20.114524390127507
243	2	74660.37006616496	3713.8631038099475	5.373478434420307e8	20.102156195922515
244	2	74599.85978401024	3713.0067427381696	5.311186016778652e8	20.090495909591674
245	2	74028.36046736309	3710.651275282033	4.611499380562538e8	19.949233793321486
246	2	73596.073899932	3709.9340183304544	4.120146612145167e8	19.83656949215278
247	2	73554.85733735104	3710.5234065970985	4.0618140473381954e8	19.822310427465492
248	2	73312.81887757027	3706.669861206936	3.884290713045026e8	19.777621140459146
249	2	72954.4952729922	3703.9837259359947	3.5770692752500886e8	19.695224570899438
250	2	72729.0933579805	3704.6372560157715	3.354242831898369e8	19.63090680541784
251	2	72026.93078392175	3695.8541856032957	2.906338572075045e8	19.48757481025442
252	2	71487.98164918022	3692.024844390944	2.562878140655021e8	19.36181164461483
253	2	70355.99915935392	3712.202549428164	1.7005447676398462e8	18.951629395233756
254	2	68236.81953912842	3713.381216240119	9.552765036362478e7	18.374926296147883
255	2	67984.00788265583	3714.824176968316	8.860808525051263e7	18.29973366706089
256	2	67953.49696265657	3715.297727956765	8.767863550888477e7	18.289188818872322
257	2	67756.69271373432	3712.413283625951	8.434172974399601e7	18.25038731524947
258	2	67652.90924332125	3711.3520617488853	8.244502918052393e7	18.22764231625642
259	2	67529.80514287885	3712.1683189083383	7.943675753134267e7	18.190471760293935
260	2	67505.53856931358	3713.2021876944846	7.852059341038176e7	18.178871484786434
261	2	67419.58781952984	3713.140170515341	7.674719533727065e7	18.15602740092701
262	2	67247.56994427585	3705.191320054043	7.617577069168583e7	18.148554000168335
263	2	66739.85820368798	3672.108613063641	7.812378083401126e7	18.17380506057442
264	2	65667.88358130225	3617.032966715778	7.660552230095516e7	18.154179724814032
265	2	63992.03162649756	3620.3121122872562	4.743319284950825e7	17.674832812676584
266	2	63817.56134526225	3617.0394358724498	4.592821284408937e7	17.64259014511798
267	2	63597.81356735278	3612.1385407871653	4.4264465513365015e7	17.605692780253495
268	2	63523.09449718997	3610.33468198799	4.374088737733151e7	17.593793860554694
269	2	63422.8101168991	3608.2796800850037	4.297038291150807e7	17.57602166684734
270	2	63320.149432362006	3604.3466641591667	4.257249800593042e7	17.566719016043514
271	2	63241.17938466208	3600.740224243693	4.238829956906902e7	17.562382928560304
272	2	63132.467080342845	3596.2677526708335	4.203429105300353e7	17.55399629677361
273	2	63075.610368919006	3593.89160945234	4.185754444343964e7	17.54978261209187
274	2	63018.84236549366	3591.5133679059145	4.168276544764012e7	17.545598302719874
275	2	62802.17065778322	3599.7107873482055	3.771049507602963e7	17.445448997656175
276	2	62404.137803912075	3617.373765323201	3.1022630341262523e7	17.25022750712946
277	2	62183.93825585176	3600.9598202378197	3.156981670702071e7	17.267712054594632
278	2	62095.621401897224	3597.873668718785	3.1263995694995776e7	17.25797769612619
279	2	61313.951971699826	3579.319796953719	2.7482416334981885e7	17.129056952128945
280	2	60814.08170986536	3559.547581671432	2.6265803933226343e7	17.083778420438843
281	2	60673.404823951685	3555.1909408837305	2.5780919027258575e7	17.06514520368625
282	2	60031.32850846327	3541.179933270427	2.300798618583219e7	16.951351939095577
283	2	59899.70092930699	3534.577487595713	2.28801038004385e7	16.945778261198033
284	2	59853.317483046754	3532.4812907006212	2.280987309185771e7	16.942704030538724
285	2	59604.565831816755	3525.1842904703	2.2014518200363856e7	16.90721271187068
286	2	59461.55243572062	3515.228608666694	2.217365618075988e7	16.914415483681456
287	2	59446.403992457104	3513.8583380712867	2.222438779035295e7	16.916700792993975
288	2	58870.94201286063	3461.0853619717586	2.4358403893154133e7	17.008387477031835
289	2	58737.410713280246	3469.9566184227137	2.2441429127029553e7	16.926419323178635
290	2	58222.70718548535	3464.935892659713	1.9823942517641883e7	16.802400983212166
291	2	58114.1302762681	3458.771055210141	1.9795381997087248e7	16.8009592359915
292	2	57931.794322576396	3445.0320164617588	2.0076076854102075e7	16.815039457907737
293	2	57862.472534521476	3440.880134214836	2.00789735078402e7	16.815183731353645
294	2	57836.00473343905	3439.2696015413035	2.00825655308619e7	16.81536261010766
295	2	57731.75842524254	3432.004042350663	2.018778183274932e7	16.820588119605084
296	2	57136.01476574127	3401.3386107092174	1.9719068364423726e7	16.797096662839387
297	2	56890.9817506892	3379.9919318178545	2.03927822184209e7	16.830691583385416
298	2	56753.719664307486	3367.414354931115	2.0848603138877545e7	16.852797508227482
299	2	56425.77828561372	3334.616765871336	2.23027001717317e7	16.920218313034436
300	2	56329.6684221715	3334.3216480150495	2.1701492226114824e7	16.892891582326808
301	2	56265.35323128093	3332.772617646571	2.145451874059867e7	16.88144584504915
302	2	56239.51383188045	3331.5823675527713	2.141755389529356e7	16.879721419231018
303	2	56216.372131725686	3330.2177324781264	2.1416874276849538e7	16.879689686885186
304	2	56194.88256879987	3328.753634692578	2.1437636353488687e7	16.880658643382798
305	2	56123.062732749604	3324.4264104955137	2.144557521654975e7	16.881028898448175
306	2	56084.75836375482	3322.086288185903	2.1453333773745462e7	16.88139061194919
307	2	55683.87912226526	3296.0759666699114	2.170365910348955e7	16.892991426576174
308	2	55497.25243445642	3280.665414049077	2.2196877635354705e7	16.91546218989469
309	2	55463.0639318891	3278.800494763873	2.217900800804213e7	16.914656814271446
310	2	55426.08510731677	3277.061001923825	2.212794065529612e7	16.912351651000222
311	2	55397.607050475825	3274.835327915801	2.2189958685293987e7	16.915150433045575
312	2	55372.570920540726	3273.2910818340065	2.2197325865563232e7	16.915482383080878
313	2	55366.39282535993	3273.045868487812	2.2183563319168292e7	16.91486218158925
314	2	55353.58293439045	3272.2573019174815	2.218715251157824e7	16.915023963627274
315	2	55309.559505381534	3270.5926077935546	2.2079798266241062e7	16.910173642838725
316	2	55259.018417092746	3267.5522904683803	2.208570658981969e7	16.910441196606453
317	2	55164.353060893096	3259.0314989381213	2.2423259661664452e7	16.92560935583688
318	2	55161.74606323413	3258.973104352805	2.2412125871220816e7	16.92511270389377
319	2	54994.474879225294	3254.19890032532	2.1824487876113087e7	16.89854319440263
320	2	54630.509721863236	3259.0753333504285	1.9030996591931902e7	16.761579607419325
321	2	54405.27811487436	3249.24150340007	1.868054837761722e7	16.74299334673757
322	2	54321.86569420861	3248.4483564457832	1.8281569343896e7	16.72140397062789
323	2	54308.575324454556	3247.6222352190002	1.8284521335890587e7	16.72156543125691
324	2	54302.25968444593	3247.2235912370047	1.8286496226676513e7	16.721673434310663
325	2	54225.28614594053	3242.9136555036102	1.8258887050319042e7	16.72016248112674
326	2	54173.81332539881	3242.126487027694	1.8044401420554437e7	16.70834602402391
327	2	54140.06536748784	3240.09983439094	1.8045047904506754e7	16.708381850780178
328	2	54059.33451687582	3230.667402468731	1.8479610757514313e7	16.732178561050915
329	2	54021.72113592937	3229.622945953736	1.8364751087451305e7	16.72594368350677
330	2	54013.395380747446	3229.5075962524825	1.8328414173176713e7	16.723963100698242
331	2	54000.42778573637	3228.525959567469	1.834801174596117e7	16.725031774875646
332	2	53972.95261483065	3228.404767405135	1.820395090086001e7	16.717149210952872
333	2	53950.15759198912	3233.9281728274514	1.7567244985636983e7	16.681546645685092
334	2	53931.798890397324	3232.145669767388	1.7629195208737485e7	16.685066904366565
335	2	53899.878844932085	3230.875204012155	1.757079344256268e7	16.6817486180829
336	2	53651.71840497566	3218.7369501971325	1.7323293829319634e7	16.66756261792059
337	2	53636.554987109674	3218.2153181791687	1.728850925253165e7	16.66555263373013
338	2	53616.760255878144	3216.3099887121584	1.7352919992589258e7	16.66927134948109
339	2	53603.5498163173	3215.8401252438457	1.7323925824885625e7	16.667599099668468
340	2	53588.68528144926	3215.3184081558925	1.729072359763535e7	16.665680707427793
341	2	53319.21911803858	3215.002798219602	1.592660629888317e7	16.583501620827697
342	2	53278.02885527549	3215.258713603558	1.5703131721886687e7	16.569370723158134
343	2	53247.980700491855	3217.4283646371737	1.5384290080767063e7	16.54885742207708
344	2	53192.83593466508	3206.734485896106	1.5980050372586166e7	16.586851650524352
345	2	53146.140400895216	3204.8942592399944	1.5899626917850716e7	16.58180620262905
346	2	53130.387574526234	3205.198828954046	1.579676405236254e7	16.57531567020892
347	2	53119.687645136095	3205.3099991783774	1.5735070404475277e7	16.57140256285737
348	2	53040.64650010043	3207.660719040643	1.5166751436898405e7	16.534616184483497
349	2	53028.41130905869	3207.1922642552076	1.5145537878527878e7	16.533216517067224
350	2	52988.62087705721	3205.6412834016387	1.5078849367075184e7	16.528803615714853
351	2	52974.56786006198	3204.980870594288	1.5064099817981321e7	16.527824975557216
352	2	52969.987048499235	3204.8278911230527	1.505445647272799e7	16.527184616471622
353	2	52904.06443741672	3202.9374023063583	1.4892350089720787e7	16.516358222274892
354	2	52871.19474631309	3199.0014465935865	1.5042734891081844e7	16.526405701117223
355	2	52839.27246193067	3202.201270330523	1.4649572471517174e7	16.499921710169932
356	2	52826.84167069196	3201.349466281437	1.4657009363605231e7	16.500429233857922
357	2	52824.09467601215	3202.8227744505502	1.4533702885180525e7	16.491980847207262
