candidate_idx	objective	k_act_CD4_CTL_antigen_f	k_act_CD4_CTL_basal_f	k_act_CD4_IFN1_f	k_act_CD4_IL_15_d	k_act_CD4_IL_15_f	k_act_CD4_IL_15_m	k_act_CD4_IL_2_d	k_act_CD4_IL_2_f	k_act_CD4_IL_2_m	k_act_CD4_IL_33_d	k_act_CD4_IL_4_d	k_act_CD4_IL_7_d	k_act_CD4_IL_7_f	k_act_CD4_IL_7_m	k_act_CD4_IFN1_d	k_act_CD4_d	k_act_CD4_f	k_act_CD4_m	k_act_CD4_mDC_f	k_act_CD4_mDC_m	k_act_NK_IFN1_d	k_act_NK_IFN1_f	k_act_NK_IFN1_m	k_act_NK_IFN_g_d	k_act_NK_IFN_g_f	k_act_NK_IFN_g_m	k_act_NK_IL_12_d	k_act_NK_IL_12_f	k_act_NK_IL_12_m	k_act_NK_IL_2_d	k_act_NK_IL_2_f	k_act_NK_IL_2_m	k_act_NK_base_f	k_act_NK_d	k_act_NK_f	k_act_NK_m	k_Act_B_Antigen_f	k_Act_B_Antigen_pro_f	k_Act_B_basal_f	k_Act_B_d	k_Act_B_f	k_Act_B_m	k_CD4_CTL_d	k_CD4_CTL_f	k_CD4_CTL_m	k_CD4_f	k_CD4_m	k_GMCSF_Th2_Antigen_f	k_GMCSF_Th2_f	k_GMCSF_act_NK_f	k_GMCSF_d	k_IFN1_CD4_CTL_m	k_IFN1_d	k_IFN1_pDC_f	k_IFN_g_CD4_CTL_f	k_IFN_g_act_NK_f	k_IFN_g_d	k_IL_10_d	k_IL_10_iTreg_f	k_IL_10_nTreg_f	k_IL_10_nTreg_mDC_m	k_IL_12_d	k_IL_12_mDC_f	k_IL_15_Antigen_f	k_IL_15_d	k_IL_15_f	k_IL_1_d	k_IL_1_mDC_f	k_IL_2_act_CD4_Antigen_f	k_IL_2_act_CD4_f	k_IL_2_d	k_IL_33_d	k_IL_33_pDC_f	k_IL_4_Th2_Antigen_f	k_IL_4_Th2_f	k_IL_4_d	k_IL_6_TFH_f	k_IL_6_d	k_IL_6_mDC_f	k_IL_6_pDC_f	k_IL_7_d	k_IL_7_f	k_IgG4_TI_f	k_IgG4_TD_f	k_IgG4_d	k_NK_d	k_NK_f	k_NK_m	k_Naive_B_Antigen_f	k_Naive_B_d	k_Naive_B_f	k_Naive_B_m	k_TD_IL_4_f	k_TD_base_f	k_TD_d	k_TD_f	k_TD_m	k_TFH_IFN1_f	k_TFH_IFN1_m	k_TFH_IL_6_d	k_TFH_IL_6_f	k_TFH_IL_6_m	k_TFH_mDC_Antigen_f	k_TFH_mDC_f	k_TFH_d	k_TFH_f	k_TFH_m	k_TFH_nTreg_m	k_TI_IFN_g_f	k_TI_IL_10_f	k_TI_base_f	k_TI_d	k_TI_f	k_TI_m	k_Th2_IL_10_m	k_Th2_IL_12_m	k_Th2_IL_33_f	k_Th2_IL_33_m	k_Th2_IL_4_f	k_Th2_IL_4_m	k_Th2_TGFbeta_m	k_Th2_d	k_Th2_f	k_Th2_m	k_TGFbeta_CD4_CTL_f	k_TGFbeta_d	k_TGFbeta_iTreg_f	k_TGFbeta_nTreg_f	k_TGFbeta_nTreg_mDC_m	k_iTreg_IL_10_f	k_iTreg_IL_10_m	k_iTreg_IL_1_m	k_iTreg_TGFbeta_f	k_iTreg_TGFbeta_m	k_iTreg_d	k_iTreg_f	k_iTreg_m	k_iTreg_mDC_d	k_iTreg_mDC_f	k_mDC_Antigen_f	k_mDC_GMCSF_f	k_mDC_GMCSF_d	k_mDC_GMCSF_m	k_mDC_IL_10_m	k_mDC_d	k_mDC_f	k_mDC_m	k_naive_CD4_IL_15_d	k_naive_CD4_IL_15_f	k_naive_CD4_IL_15_m	k_naive_CD4_IL_7_d	k_naive_CD4_IL_7_f	k_naive_CD4_IL_7_m	k_naive_CD4_d	k_nDC_d	k_nDC_f	k_nDC_m	k_nTreg_d	k_nTreg_m	k_nTreg_mDC_f	k_nTreg_mDC_m	k_pDC_Antigen_f	k_pDC_d	k_pDC_f	k_pDC_m
3	52699.33074813531	0.0025160273799438174	5.7572086793186886e-5	0.0048788776390191755	0.0001224937101038581	0.016769252182024158	1.1656308936289748e7	0.00010358183640439772	0.7683645733151265	48892.94673352926	0.0036062214425315537	0.000987310514393007	0.00011463616871386438	0.00651731972832176	3.544323451721955e7	0.0003588139820008176	0.0032782176324529662	0.8815245134811024	2397.8980103818685	0.00944114950990799	13.96427159713523	0.0010193735019620735	0.0017191456364437287	46.87918197422433	9.510705429226561e-5	0.03975554698324034	5.873225638170314e7	0.0011901050834338428	0.013382020950687473	157341.14734882323	0.0007709745699298922	0.005462692825558931	459296.15337819856	0.00020991471330484386	0.000550273376584599	0.0022701280979006383	616.0051132403511	0.019662513312120322	0.0006873366424659188	0.004039787220756782	0.8545700631057465	0.013664030188148383	22.723253730822037	0.03423133323549212	0.021943332965999953	0.2988619102398466	0.9713183092870185	84.82065977584642	0.02158469479308961	0.014016495888895811	0.011857169918591226	0.0008655344626709941	122.45449190661952	0.0005572780265432228	0.009385133344176847	0.006031597930712436	0.10534639815226254	0.00011410382080345231	0.00032780912660501107	0.03668452504817634	0.011391507018065338	18.186694053543977	0.0001184091592317543	0.9983982968484779	0.024951364922222947	0.00010043507279632837	0.01122090298801843	0.000123858412241607	0.009005289741335486	0.02498304249883397	0.04591703749113375	0.0002863575626539455	0.00012117016148177737	0.9657748600617531	0.22050922376412327	0.007221185502540895	0.00016949122998513797	0.11252299120766164	0.00011118130253115631	0.005837426968079656	0.008635980881321247	8.707989737869892e-5	0.9836711170601087	0.00010974083135715073	0.0005742833664774413	0.9346829542086866	0.039257839210821315	0.054514189003863456	376.2048392504005	2.1438687545834285	0.0025083547652987705	0.39056438826961426	858.6540595542181	0.0026020426566025255	0.0004932836030279235	1.0601307550016144	0.00011829515666021124	9.252964864615038	0.002106956861517587	3.6540835359454453	9.985332549382442e-5	0.016714610608667843	5.2159439491464095e6	0.002437878403472034	0.0002037821930573026	0.006228797835431431	0.058561469510882216	14.472496328577765	27.10006290667072	0.00010598645532511723	0.00011313132097736689	0.0006025239249720084	0.00856011683858369	0.9998699317706083	0.009538661389473806	198.43589249465657	18524.18728081216	0.010346559708685114	32439.84599694873	0.004999469242838817	1944.880979444592	1.274258584356061	0.0002558592202948983	0.00010463609002987858	0.25938436036266066	0.004816032757451787	0.02099262371891944	0.02445708905247502	0.010539870206094044	17.82258682637199	0.010390825413845579	987219.6525655509	10586.94729645685	0.010986265996155167	1100.9343857360006	0.004196916754833882	0.006542406912408529	81.50242629894329	0.00011596501507690887	0.007832195396316874	2.7656032809255926	0.005405650903766291	0.012255515349705105	5242.5264055549405	31136.484979951027	0.025341984965454957	0.0060753334694902145	320.30992664202836	0.0003487284860035781	0.007202901553101655	2.5545909323263136e6	9.035725525679945e-5	0.02403649417354713	3.870089179003869e7	0.002416244025274877	0.07967616457249566	0.0009022897862008968	51.094068045095014	0.00038819446129978376	11.118690341394451	0.007566570466734213	22.147177606052438	2.31561253280895	0.02650386010142526	0.0009033312017280231	24.86120644261905
